id,user_id,created_at,tweet_text
671131539036577793,813286,2015-11-30 01:00:02,RT @FactsOnClimate: BREAKING: @POTUS joins 19 countries to double clean energy funding - https://t.co/T2lZWRsuja #ActOnClimate #COP21 https...
552576190955798528,813286,2015-01-06 21:23:24,Don't forget: This is why we fought for health care reform. http://t.co/flVyNsADeB
570298096187543552,813286,2015-02-24 19:03:56,Some in Congress would choose not to fund @DHSgov rather than fix our broken immigration system. #EnoughAlready
771070737624866816,813286,2016-08-31 19:42:44,Senate leaders need to hear you expect a vote on Judge Garland when recess ends--say you'll let them know: https://t.co/ETmcpsRRY6 #DoYourJob
549615122100924416,813286,2014-12-29 17:17:11,"President Obama: ""I won't stop fighting for the American people until the day I leave this office. That's a promise."" http://t.co/nSu23qqy51"
607988434028797952,813286,2015-06-08 19:11:53,"RT @WhiteHouse: ""All the G-7 countries have now put forward our post-2020 targets for reducing carbon emissions"" --@POTUS #G7Summit http://t..."
636228536164970496,813286,2015-08-25 17:27:58,These fellows are fighting for progress by building new digital organizing skills. Read more: http://t.co/mVjs9ly9wE
666727006311174144,813286,2015-11-17 21:18:00,RT @OFA: Meet @GQMagazine's 2015 Man of the Year: President @BarackObama. https://t.co/HoaCoPm22s
513405769610715136,813286,2014-09-20 19:14:08,Check this out: @OFA volunteers in California took a stand for clean energy. http://t.co/L7NkNShKz3 #SwitchToClean
818966711995088896,813286,2017-01-10 23:44:14,"Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET: https://t.co/ZnwTsg155B #ObamaFarewell"
575357492235911169,813286,2015-03-10 18:08:10,"""I'm only standing here because of scholarships and loans and work study."" --President Obama #CollegeOpportunity"
535587577152417792,813286,2014-11-21 00:16:43,Watch at 8 p.m. ET: President Obama is laying out common-sense steps forward on immigration: http://t.co/eG4leiFU8u #ImmigrationAction
604294271210921984,813286,2015-05-29 14:32:36,New clean water provisions will help protect the health of 117 million Americans. Read more: http://t.co/7qXT338jls #CleanWaterRules
563789592621371392,813286,2015-02-06 20:01:28,"""Let's roll up our sleeves, work together, and try to get something done."" --President Obama"
512601674200780801,813286,2014-09-18 13:58:57,"Ranchers and farmers are facing instability, due to the effects of climate change: http://t.co/9F3dvsZLH0 #ActOnClimate"
644241813046296580,813286,2015-09-16 20:09:52,"RT @POTUS: Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes Am..."
707340593077329921,813286,2016-03-08 23:01:53,RT @FLOTUS: #OneDayIWill see a world where every child can go to school and fulfill their boundless potential. #IWD2016 https://t.co/FonwXC...
758686303298826240,813286,2016-07-28 15:31:25,It's time to offer serious solutions on how to build on #Obamacare's progress--not take it away. https://t.co/rw69A5Jybh
637287572310351873,813286,2015-08-28 15:36:12,"RT @WhiteHouse: ""You know the sun comes out after every storm."" --@POTUS on the progress since Katrina and the work still ahead: http://t.co..."
656601617555320832,813286,2015-10-20 22:43:19,RT @WhiteHouse: What's it like to call space? Watch @POTUS call the astronauts on the @Space_Station. #AstronomyNight https://t.co/cgQIoOb2...
618801000669777921,813286,2015-07-08 15:17:09,Add your name--because a hard day's work deserves a fair day's pay: http://t.co/vX3Cvdk75x #FixOvertime
515230030390382592,813286,2014-09-25 20:03:06,How President Obama is answering the call to #ActOnClimate. http://t.co/ngFpcc4sb2
535909454378573824,813286,2014-11-21 21:35:45,"""We didn't raise the Statue of Liberty with her back to the world--we did it with her light shining."" --President Obama #ImmigrationAction"
543453613830320128,813286,2014-12-12 17:13:33,RT @EnrollAmerica: Give yourself a #Healthy2015 by getting covered today! @GetCoveredUS is here to help: http://t.co/vfn15euqzQ http://t.co...
533703368225476609,813286,2014-11-15 19:29:33,"Thanks to health care reform, Doris finally has an affordable plan. http://t.co/VvDJo9e7X6 #ThisIsWhy http://t.co/aJE1yeoHjC"
522177208631455745,813286,2014-10-15 00:08:42,LAST CALL: Add your name tonight to tell the EPA you support cutting carbon pollution. http://t.co/0yKo0i4uPh
597823348245008384,813286,2015-05-11 17:59:27,"As we continue to celebrate mothers, let's make sure workplace policies live up to what they deserve: http://t.co/hloGsujQfS #LeadOnLeave"
621075529370710016,813286,2015-07-14 21:55:19,"""We should not tolerate conditions in prison that have no place in any civilized country."" --President Obama"
751428889348493312,813286,2016-07-08 14:53:02,"RT @WhiteHouse: ""We stand united with the people and the police department in Dallas."" --@POTUS on last night's attack in #Dallas: https://t..."
723903245848973312,813286,2016-04-23 15:55:57,"""From our family to yours, chag sameach."" --President Obama #Passover"
658746411077406720,813286,2015-10-26 20:45:57,"RT @FactsOnClimate: In 2030, the #CleanPowerPlan will PREVENT:
300,000 missed work days and school days.
1,700 non-fatal heart attacks. htt..."
684480941453004800,813286,2016-01-05 21:05:48,RT @questlove: In light of all that was experienced in 2015 #StopGunViolence shouldn't even be a question amongst US citizens. Been saying ...
591304624855998465,813286,2015-04-23 18:16:23,Here's a reminder from @GinaEPA of a few challenges the EPA has conquered in the past: http://t.co/voNhiOhjX6 #ActOnClimate
628970265125371904,813286,2015-08-05 16:46:11,"""How can we in good conscience justify war before we have tested a diplomatic agreement that achieves our objectives?"" --President Obama"
657263765071597568,813286,2015-10-22 18:34:27,LIVE: President Obama is hosting a panel at the White House on criminal justice reform. https://t.co/mAtffm9LmG
678254337798201344,813286,2015-12-19 16:43:30,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq"
642097641736683520,813286,2015-09-10 22:09:42,"""This vote is a victory for diplomacy ... and for the safety and security of the world."" --President Obama on the #IranDeal vote"
663836262676234240,813286,2015-11-09 21:51:13,LIVE: President Obama is speaking to @OFA volunteers at the #OFAFallSummit. https://t.co/Ao84Izvixv
633317844223000576,813286,2015-08-17 16:41:55,Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E
551512843619934208,813286,2015-01-03 22:58:03,Watch the weekly address: @VP Biden wants people to #GetCovered in the new year. http://t.co/qgvyiUqMAy
639806230110842881,813286,2015-09-04 14:24:26,"The economy added 173,000 jobs in August--a record-breaking 66 consecutive months of private-sector job growth."
547131962620915712,813286,2014-12-22 20:49:59,It's the holiday season--sign this card for President Obama: http://t.co/1hMgLtyJF4
607922469224071169,813286,2015-06-08 14:49:45,Stand up for expanding #CollegeOpportunity for hard-working students: http://t.co/pTyByoRWiB http://t.co/6CzJziVTGw
763428896783990784,813286,2016-08-10 17:36:47,Don't let the cynics win. Keep pushing for change with @OFA. https://t.co/uNYCHVCDWH
686966611064926208,813286,2016-01-12 17:42:57,One last time. #SOTU https://t.co/Fu9YeOQG9D
733327042255560704,813286,2016-05-19 16:02:46,Stand up for middle-class workers--add your name to support the Obama administration's new #overtime rule: https://t.co/SCLjZFP6aX
682658924248600577,813286,2015-12-31 20:25:45,Thinking of ways you can help out over the next year? Look no further: https://t.co/BhXZzzrqqt https://t.co/dYSv2HwKjW
517754067523604481,813286,2014-10-02 19:12:43,"""It is the American people who have made the progress of the last six years possible."" --President Obama #AmericaLeads"
605443136584712192,813286,2015-06-01 18:37:47,Be on the right side of history. Add your name to continue the fight for equality: http://t.co/08I1PRCsAM #LoveIsLove
717073479095361536,813286,2016-04-04 19:36:54,An overwhelming majority of Americans want a fair #SCOTUS nomination process--add your name if you're one of them: https://t.co/rC9AMKaQVm
662352851834814464,813286,2015-11-05 19:36:40,"""When we have a level playing field, Americans out-compete anyone in the world."" --President Obama https://t.co/xShwzu6OQF #LeadOnTrade"
567842886013739008,813286,2015-02-18 00:27:48,"RT @WhiteHouse: BREAKING: About 11.4 million Americans are signed up for private health coverage. #11MillionAndCounting #ACAWorks
https://t..."
628971985045819392,813286,2015-08-05 16:53:01,"""I have repeatedly challenged anyone opposed to this deal to put forward a better, plausible alternative."" --President Obama #IranDeal"
659395222992896002,813286,2015-10-28 15:44:06,America's mayors are calling for Congress to #DoSomething about gun violence. https://t.co/tijFKUT4lI
557728208251289601,813286,2015-01-21 02:35:41,"""We still need laws that strengthen rather than weaken unions, and give American workers a voice."" --President Obama #SOTU #AmericaLeads"
581196457321095168,813286,2015-03-26 20:50:08,"""I want to put more people back to work--rebuilding our roads and our bridges, modern ports, faster trains, faster internet"" --President Obama"
661639052249157632,813286,2015-11-03 20:20:17,RT @OFA: Great news: Montana just became the 30th state to put #PeopleOverPolitics and expand Medicaid. https://t.co/hwQM1YJnID
662280179826475008,813286,2015-11-05 14:47:54,"Negotiations on the #TPP are complete, and the full text is now available online. Find out more: https://t.co/A6WiTdMOXp #LeadOnTrade"
717385312272420866,813286,2016-04-05 16:16:01,LIVE: President Obama is delivering a statement on the economy. https://t.co/7u5ZLGAoK4
687107588022902784,813286,2016-01-13 03:03:09,"""Democracy grinds to a halt without a willingness to compromise."" --President Obama #SOTU"
613084519210590208,813286,2015-06-22 20:41:54,"The benefits of fighting climate change are clear--the sooner we #ActOnClimate, the better off we'll be. http://t.co/i4ZN8k7xL6"
510451255114608640,813286,2014-09-12 15:33:57,RT @billclinton: #OTD in '94 I welcomed the 1st class of @Americorps. Grateful to the 900K members who've kept the spirit of service alive ...
520585263748104192,813286,2014-10-10 14:42:53,"""It's long past time for us to raise the minimum wage."" -- President Obama #With1010 http://t.co/ByAFcu1UVL"
588743310128254976,813286,2015-04-16 16:38:38,Happy #NationalHighFiveDay! http://t.co/HkSzyr0rOK
748282545674977281,813286,2016-06-29 22:30:35,Add your name if you agree: Climate change is real and it's going to take global action to tackle it. https://t.co/HC4QGNDFWC #ActOnClimate
577899060276772864,813286,2015-03-17 18:27:27,Happy Saint Patrick's Day. http://t.co/i2hxSFrYGB
692774847080824833,813286,2016-01-28 18:22:49,The open enrollment period ends on Sunday--talk to your friends about how they can #GetCovered: https://t.co/kWeRXI249K
745687620957548545,813286,2016-06-22 18:39:17,RT @repjohnlewis: My colleagues &amp; I have had enough. We are sitting-in on the House Floor until we get a vote to address gun violence. http...
504305387835645952,813286,2014-08-26 16:32:28,"""Upholding our trust with our veterans is not just a matter of policy--it's a moral obligation."" --President Obama at #ALConvention"
687355528297578496,813286,2016-01-13 19:28:23,RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92
639524998030295040,813286,2015-09-03 19:46:55,RT @CNNPolitics: .@POTUS busts a move with Alaskan middle schoolers http://t.co/1DzLfhMDtk  #ObamaAK #Alaska via @KristenhCNN http://t.co/v...
634848536635400192,813286,2015-08-21 22:04:20,Add your name to get important information about the #IranDeal--and make sure you have all the facts: http://t.co/PX1krC7wxC
565233649583259648,813286,2015-02-10 19:39:38,It's time to #GetCovered. Watch: http://t.co/EpFCypkQWH
641719412249104384,813286,2015-09-09 21:06:45,"""I believe that working Americans should have the basic security of paid leave."" --President Obama #LeadOnLeave http://t.co/ynIFoRouyj"
621076671349702656,813286,2015-07-14 21:59:52,"""Justice is not only the absence of oppression--it is the presence of opportunity."" --President Obama"
522130940282150912,813286,2014-10-14 21:04:51,It's easy to take a meaningful stand for cutting carbon pollution right now: http://t.co/E7sUJxG9sc #ActOnClimate
639129833713201152,813286,2015-09-02 17:36:41,President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE
614452483994185729,813286,2015-06-26 15:17:42,"""This morning the Supreme Court recognized the Constitution guarantees marriage equality."" --President Obama #LoveWins"
503964455479574529,813286,2014-08-25 17:57:44,Congress needs to act to build economic #OpportunityForAll: http://t.co/U6ILIOxf35
592029128855007232,813286,2015-04-25 18:15:18,"""We can't surrender to the future--because we are meant to win the future."" --President Obama http://t.co/FT27suS88W #LeadOnTrade"
507239680010506240,813286,2014-09-03 18:52:18,The other side hopes people like you will get cynical and tune out--you should refuse: http://t.co/ozbejJFvJu
557736363882471424,813286,2015-01-21 03:08:06,Retweet if you agree: #LoveIsLove. #SOTU http://t.co/rDiOb8I6w1
591356638134673408,813286,2015-04-23 21:43:04,"""If I didn't think this was the best thing to do for working families, I would not be doing it."" --President Obama #LeadOnTrade"
514129147799425024,813286,2014-09-22 19:08:35,Watch this video about the Earth's climate changing at an unprecedented rate: http://t.co/WlZdS5PMLa #ActOnClimate
535602308911235073,813286,2014-11-21 01:15:16,"""If you meet the criteria, you can come out of the shadows and get right with the law."" --President Obama #ImmigrationAction"
569943792410701824,813286,2015-02-23 19:36:03,"RT @WhiteHouse: ""In America, after a lifetime of hard work, you should be able to retire with dignity and a sense of security."" --Obama #Pro..."
565257332469534722,813286,2015-02-10 21:13:44,It's the final countdown: Only five days left in the enrollment period. #GetCovered now. http://t.co/iToBPhVVmy http://t.co/hYgwhVrPa7
776134671415451648,813286,2016-09-14 19:05:00,"RT @cspan: .@RepJohnLewis on #GunViolence: ""The time for silence is over."" https://t.co/zUUX02jNnN"
517751996234084353,813286,2014-10-02 19:04:29,"""Let's catch up to 2014."" --President Obama on #EqualPay for women"
591240378147287040,813286,2015-04-23 14:01:05,RT @WhiteHouse: President Obama will deliver a statement from the White House Briefing Room at 10am ET. Watch here - http://t.co/gOsq0AWf0I
557722945557368832,813286,2015-01-21 02:14:46,"""Our unemployment rate is now lower than it was before the financial crisis."" --President Obama #SOTU"
574228892820586496,813286,2015-03-07 15:23:31,WATCH: President Obama discusses the need to encourage the education of girls around the globe. http://t.co/vtisyocnkt #LetGirlsLearn
587748242957303808,813286,2015-04-13 22:44:35,Climate change deniers are running out of excuses. #ActOnClimate http://t.co/guYIY2dyBQ
776872058089267201,813286,2016-09-16 19:55:06,"Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6"
628965547690954752,813286,2015-08-05 16:27:26,"""In July, we reached a comprehensive plan of action that meets our objectives."" --President Obama #IranDeal"
663060712923783168,813286,2015-11-07 18:29:27,"""For the first time, more than 90% of Americans are covered."" --President Obama https://t.co/oEk3RYamsm #GetCovered"
576500839767904256,813286,2015-03-13 21:51:25,Read how the Obama administration is fighting state bans on same-sex marriage: http://t.co/uAjlQQ5jho #LoveIsLove
526811998302904320,813286,2014-10-27 19:05:42,RT @WhiteHouse: Share the news: Our manufacturers are adding jobs at the fastest pace since the 1990s. #MadeInAmerica http://t.co/bdhzFLfRCJ
583293507743326208,813286,2015-04-01 15:43:03,Climate change is a global problem. Here's another step towards solving it: http://t.co/4VapHLCqo4 #ActOnClimate
685163038169640960,813286,2016-01-07 18:16:12,Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv
753658746849505280,813286,2016-07-14 18:33:42,Stay in touch with the latest news--join the @OFA Truth Team: https://t.co/7KhfzVgngW https://t.co/4JlimjSOUx
542755471753375744,813286,2014-12-10 18:59:23,Celebrate the holiday season with the ones you love--and make sure they #GetCovered: http://t.co/V9Pbj7zBTC
654390469539966976,813286,2015-10-14 20:17:00,Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294
655044408270680065,813286,2015-10-16 15:35:31,Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK
701203364432977920,813286,2016-02-21 00:34:44,"RT @davidplouffe: My daughter getting ""egged"" on. She does things at her own pace. #ObamaAndKids https://t.co/BQj2jXrztj"
526032301306966016,813286,2014-10-25 15:27:28,Watch the weekly address: President Obama discusses the measures taken to respond to Ebola at home and abroad. http://t.co/tPLL1RirqG
646064017253904384,813286,2015-09-21 20:50:39,Read how @OFA volunteers in Tucson are working hard to bring change to their community. http://t.co/oMXhaZuidu
687102974137483264,813286,2016-01-13 02:44:49,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU"
687099249146761216,813286,2016-01-13 02:30:01,"""We have to make college affordable for every American."" --President Obama #CollegeOpportunity #SOTU"
714906419003195392,813286,2016-03-29 20:05:47,Ever met a music legend? Here's your chance--meet James Taylor in Chicago this summer: https://t.co/6QAeg2ZqxX https://t.co/Q0EyXlAXA4
585915660259037184,813286,2015-04-08 21:22:33,"Man-made climate change is happening, and it's a real threat to public health. Read more here: http://t.co/jJu6MMUMSJ"
763116189220347904,813286,2016-08-09 20:54:12,Judge Garland has now waited 146 days. That's shameful--and irresponsible. #DoYourJob https://t.co/JaP7YUQyOV
519250733892268032,813286,2014-10-06 22:19:56,Retweet if you're a proud supporter of marriage equality. #LoveIsLove http://t.co/4nrRggtujD
543449650661826561,813286,2014-12-12 16:57:48,Exercise and health insurance: Two ways to have a #Healthy2015. http://t.co/0TWCz2tIhm http://t.co/6nibxbWHJN
509732449320857600,813286,2014-09-10 15:57:40,"Raising the wage, equal pay for equal work, reining in student loan debt--go #OnTheRecord in support of action: http://t.co/8HWX0xCOSD"
785912543210377216,813286,2016-10-11 18:38:46,Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: https://t.co/TSavHP3mHg #DoYourJob
516986237614182400,813286,2014-09-30 16:21:38,Add your name if you agree--cutting carbon pollution is just common sense: http://t.co/sRiQiN4HuN #ActOnClimate
738155058177576960,813286,2016-06-01 23:47:34,LAST CHANCE: Keep calm and enter before the midnight deadline. https://t.co/GRHmsl26Hd https://t.co/RJxiN938k8
574310317263618049,813286,2015-03-07 20:47:04,"""This is work for all Americans, and not just some. Not just whites. Not just blacks."" --President Obama #Selma50 #MarchOn"
557613911835672576,813286,2015-01-20 19:01:31,Watch: President Obama gives a behind-the-scenes look into tonight's #SOTU address. http://t.co/bCW5Kt2Jb4
648603950417993732,813286,2015-09-28 21:03:26,This movement started with grassroots supporters just like you. Help keep it going--chip in $5 or more today: http://t.co/L5qG329kPg
609384755398885376,813286,2015-06-12 15:40:22,This is what's at stake for workers across the country if Congress votes no on expanding TAA: http://t.co/AdFNJVUny0
642004455626403840,813286,2015-09-10 15:59:24,Progress happens when people fight for it. Join the movement--say you're in: http://t.co/SJBTJ4HLP9 http://t.co/rjGXjzlblf
621078447293628416,813286,2015-07-14 22:06:55,"""If we keep taking steps toward a more perfect union ... America will move forward. There's nothing we can't do."" --President Obama"
514493542002331650,813286,2014-09-23 19:16:33,Now is the time to step up and support serious action to fight climate change: http://t.co/hs9QXI4orW #ActOnClimate
756185920663986180,813286,2016-07-21 17:55:47,"By almost every economic measure, our economy is better off than it was eight years ago. https://t.co/iWSkzgSIkG"
661971091053670400,813286,2015-11-04 18:19:41,Finding a plan that fits your needs is easy. Check out your options and #GetCovered: https://t.co/1McmRF5opi https://t.co/xX0cVzJgxb
574307813364727808,813286,2015-03-07 20:37:07,"""What greater form of patriotism is there than the belief that America is not yet finished."" --President Obama #Selma50 #MarchOn"
776460530584133633,813286,2016-09-15 16:39:51,"President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean"
647089389743538177,813286,2015-09-24 16:45:07,Change starts with people working together. Read how volunteers in Tucson are organizing to make change a reality: http://t.co/9DZsoYQhQX
784411527193456640,813286,2016-10-07 15:14:16,Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces. https://t.co/jKJNCrQALL
732620510031290368,813286,2016-05-17 17:15:15,Senate leaders are continuing to obstruct a fair hearing for Judge Garland--help put the pressure on: https://t.co/oCAPRllPZX #DoYourJob
586636568049266688,813286,2015-04-10 21:07:11,WATCH: The Obama administration supports a ban on conversion therapy to protect America's youth. http://t.co/KO5EUFNZ6z
624252081906450432,813286,2015-07-23 16:17:49,"Carbon pollution from power plants is being reduced, even as the economy grows. Read more: http://t.co/djv2Wdqa9i #ActOnClimate"
792045944384749569,813286,2016-10-28 16:50:43,Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: https://t.co/t3pYMO8Fp0 #DoYourJob
616678523739197440,813286,2015-07-02 18:43:12,"""It's been a remarkable few weeks in America."" --President Obama"
688143112179322880,813286,2016-01-15 23:37:57,President Obama announced a pause on new coal leases on federal lands--a step forward in the fight to #ActOnClimate: https://t.co/boMQbHvImy
614096275118555136,813286,2015-06-25 15:42:16,"""The Affordable Care Act is here to stay."" --President Obama #ACAWorks"
760541150826541060,813286,2016-08-02 18:21:55,It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob https://t.co/IX6RxQ300I
715303748566790144,813286,2016-03-30 22:24:38,Enjoy the tunes of James Taylor in Chicago this summer--enter before tomorrow's deadline: https://t.co/Uid4X7idZA https://t.co/hhhBdEhfzq
534432910963511296,813286,2014-11-17 19:48:29,RT @Pharrell: Keep those you love healthy. Today is the day to #GetCovered at http://t.co/up7RpXH3TY
632248215723634688,813286,2015-08-14 17:51:35,"Studies show that #Obamacare is not ""killing"" full-time jobs like critics claim: http://t.co/9LlBJTkWgh"
637367969857732608,813286,2015-08-28 20:55:40,Read @AmbassadorPower's thoughts on why it's vital for Congress to stand by the #IranDeal. http://t.co/t2uK3IWvGc
742399319773319168,813286,2016-06-13 16:52:45,#OrlandoUnited https://t.co/ixCxMZzGH2
